OC,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,DEM,SLOPE,ASPECT,evi,ssm,minimum_2m_air_temperature_median,mean_2m_air_temperature_median,maximum_2m_air_temperature_median,v_component_of_wind_10m_median,total_precipitation_median,LU1_Desc,DOMSOI,GPS_LONG,GPS_LAT
39.9,345,448.5,696,1022.5,1659,2094.5,2387.5,2280,2732.5,2665.5,3371.5,2080,184,4.7096877,84.361916,0.16576934,3.8716733,285.68,291.44244,298.45166,-1.2112204,0.00000644,Forestry,Lf,-8.061192063,37.83547155
16.9,362,466,698,995,1251,1658,1872,2036,2196,2354,3229,1984,131,3.8855536,162.42934,0.182607006,3.3872752,285.92874,291.6547,298.60968,-1.3418326,0.00000603,Forestry,Lf,-7.92837558,37.86093134
6.8,557.5,955.5,1365,2083,2432,2551.5,2795,3064.5,3235,3385,3580.5,2681.5,172,0.92740995,0,0.117775776,4.090797,285.92874,291.6547,298.60968,-1.3418326,0.00000603,Agriculture (excluding fallow land and kitchen gardens),Lf,-7.956786288,37.96647333
19.2,670,900.5,1087.5,1238.5,1661.5,2133,2336.5,2465.5,2564.5,2729.5,2943.5,1994,158,2.9077463,142.82053,0.247939858,3.3623483,285.70517,291.5845,298.41043,-1.212585,0.00000684,Forestry,Lf,-7.819694228,37.71519302
6.4,354,434,792.5,1734,2040,2234.5,2349,2472.5,2494,2650.5,3791.5,2752,169,3.0774422,72.476685,0.095184438,3.893023,285.92874,291.6547,298.60968,-1.3418326,0.00000603,Agriculture (excluding fallow land and kitchen gardens),Lf,-7.861935525,37.87359195
9.1,708,796,1215,1753,2072,2447,2655,3142,2988,3498,3798,2515,165,0.74757445,308.33792,0.104292528,3.3623483,285.70517,291.5845,298.41043,-1.212585,0.00000684,Agriculture (excluding fallow land and kitchen gardens),Lf,-7.802264626,37.73699578
7,501.5,1451,2032.333333,3132.333333,3354,3525,3651.75,3880,3807.75,2617.5,3969,2877.666667,179,2.3956485,101.15509,0.115308213,4.2972927,285.92874,291.6547,298.60968,-1.3418326,0.00000603,Agriculture (excluding fallow land and kitchen gardens),Lf,-7.760527221,37.92979423
3.2,988,1151,1240,1172.5,1586.5,2284,2503,2593.5,2692,1938,2058,1460,18,0.46373534,0,-8.372093023,25.4,286.69226,289.96332,293.3064,-1.782025,0.0000249,Forestry,Re,-8.72738882,40.57415894
5.1,500,568.5,743,1030,1372,1732.5,1957,1922.5,2325,2387.5,3066,2159,28,1.5318176,307.2533,0.251180483,12.449499,286.62976,289.81436,293.4234,-1.9159294,0.0000247,Agriculture (excluding fallow land and kitchen gardens),Re,-8.677925269,40.49121854
11.7,504.5,719.5,1052,1620.5,1895,2182,2405,2585.5,2735,2657,4108,2830.5,356,2.2362196,51.55071,0.164269224,2.506122,285.38617,291.19592,297.5733,-1.3769416,0.00000586,Agriculture (excluding fallow land and kitchen gardens),I,-8.001415407,37.43994321
8.3,602,780,1104.5,1568,1976,2224.5,2414,2452.5,2683,2677,3876,2804.5,233,3.8844678,162.48015,0.135760171,2.8403456,285.70517,291.5845,298.41043,-1.212585,0.00000684,Forestry,I,-7.960229523,37.63287273
5.3,487,580,889,1211,1727,2136,2276,2326,2406,2305,2791,2138,262,12.877127,221.96968,0.194705754,2.506122,285.1508,291.00827,297.4853,-1.3013513,0.00000461,Forestry,I,-7.882013906,37.42587121
5.9,447.5833333,765,1061.5,1438.75,1606,1766,1885.4,2093,2126,2050,3219.833333,2315.25,241,8.652704,322.92154,0.153931974,2.4700747,285.1508,291.00827,297.4853,-1.3013513,0.00000461,Agriculture (excluding fallow land and kitchen gardens),I,-7.793951199,37.44268222
9.6,365,493,772,1041,1388,2031,2303,2428,2519,2541,2291,1591,165,1.8543341,180,0.217636729,3.4553323,285.68,291.44244,298.45166,-1.2112204,0.00000644,Agriculture (excluding fallow land and kitchen gardens),Vc,-8.104139267,37.99370508
12.3,950,1463,2147,3198,3685,3820,3966,4008,4313,4337,4369,2988,143,2.3174627,180,0.093843844,3.8665788,285.68,291.44244,298.45166,-1.2112204,0.00000644,Agriculture (excluding fallow land and kitchen gardens),Vc,-8.04546633,37.94949001
7.9,245,289,513,927,1126,1197,1286,1343,1371,1580,2370,1913,163,2.1956341,32.388386,0.091384264,4.2277126,285.92874,291.6547,298.60968,-1.3418326,0.00000603,Agriculture (excluding fallow land and kitchen gardens),Vc,-7.983712405,37.97982158
8.1,1129,1535,2074.5,2858.5,3265,3415.5,3617.5,3635.5,3902.5,3954.5,4217.5,2871.5,188,1.3909631,0,0.119362615,5.012827,286.0077,291.65167,298.37027,-1.3453646,0.00000588,Agriculture (excluding fallow land and kitchen gardens),Vc,-7.833129722,38.02698388
10.1,808,950.5,1275.5,1832,2136,2274.5,2429.5,2598.5,2684,2859.5,3889.5,2781,111,8.309339,175.9721,0.131775455,4.1753683,285.57678,291.89883,298.6168,-1.2011443,0.00000668,Agriculture (excluding fallow land and kitchen gardens),Vc,-7.662488824,37.91129633
7.8,551,793,1221.5,1966.5,2364.5,2601.5,2796,2998,3077.5,3149,3291,2171,144,4.713321,119.39592,0.127185527,4.1753683,285.57678,291.89883,298.6168,-1.2011443,0.00000668,Agriculture (excluding fallow land and kitchen gardens),Vc,-7.644974287,37.93306867
6.5,610,829,1116,1599,1821,1893,2037,2024,2187,2167,3246,2269,164,4.723655,38.4067,0.120696197,3.9246807,285.57678,291.89883,298.6168,-1.2011443,0.00000668,Agriculture (excluding fallow land and kitchen gardens),Vc,-7.560880299,37.96728984
25.4,705.5,977,1391,2015,2232.5,2468.5,2714.5,2956,3112.5,2931.5,4929,3442,161,1.3909631,180,0.118679828,3.9246807,285.57678,291.89883,298.6168,-1.2011443,0.00000668,Agriculture (excluding fallow land and kitchen gardens),Vc,-7.51554572,37.88335187
17.6,378.5,624.6666667,830.5,1239.5,1506.5,1835.25,2067,2113.5,2451,2331.5,3687.5,2347.5,223,2.2446759,231.72206,0.229510141,3.951249,285.68964,291.98364,298.61432,-1.1626331,0.00000508,Agriculture (excluding fallow land and kitchen gardens),Vc,-7.449027508,37.89572359
16.7,307,494,740,988,1314,1976,2452,2332,2723,3039,3334,2058,205,4.2420406,257.39413,0.280964086,4.3526497,285.53912,291.43488,298.01315,-1.365752,0.00000749,Forestry,Lo,-8.217254276,38.48989142
25.5,481,647,981,1545,1921,2154,2367,2509,2780,2761,3960,2657,194,0.752406,128.0475,0.129531464,4.3526497,285.53912,291.43488,298.01315,-1.365752,0.00000749,Agriculture (excluding fallow land and kitchen gardens),Lo,-8.172593972,38.49848408
20.2,342,508,719,1029,1486,1998,2270,2466,2651,2636,3704,2289,175,2.5417862,291.38654,0.195928454,5.0628266,285.53912,291.43488,298.01315,-1.365752,0.00000749,Forestry,Lo,-8.086193948,38.44107094
9.3,757,917,1204,1750,2067,2317,2488,2682,2926,3265,4918,3369,196,1.1001682,32.548,0.118463097,5.102376,285.53912,291.43488,298.01315,-1.365752,0.00000749,Agriculture (excluding fallow land and kitchen gardens),Lo,-8.059040764,38.4277697
10.1,539,592,730,817,1065,1556,1737,1893,1956,2329,1818,1138,209,4.3316607,344.0912,0.317252963,4.5355234,285.36072,291.73044,298.6386,-1.3435786,0.00000777,Forestry,Lo,-8.106648444,38.77001792
16.2,546,902,1228,1444,2055,2549,2884,3267,3336,3117,3394,2186,272,1.5124276,203.12415,0.207865462,4.5430574,285.56583,291.69458,298.08438,-1.4350504,0.00000834,Agriculture (excluding fallow land and kitchen gardens),Lo,-8.05985082,38.68648993
17.7,534,635,834,1151,1417,1689,1922,1997,2309,2466,4053,2718,144,1.1022267,212.7153,0.160641246,3.4286659,285.36072,291.73044,298.6386,-1.3435786,0.00000777,Forestry,Lo,-8.068669507,38.88818492
7.5,1123,1598,1986,2515,2823,2981,3176,3302,3441,3232,4390,3114,214,4.7415156,275.59995,0.114832933,4.252755,285.7329,291.52026,298.14084,-1.3268862,0.00000706,Agriculture (excluding fallow land and kitchen gardens),Lo,-7.869300402,38.33442215
10.9,330.5,600,901,1273.5,1596.5,2044.5,2263,2506,2611,2559.5,3470,2315.5,226,1.8363804,75.37771,0.218558725,4.141137,285.7329,291.52026,298.14084,-1.3268862,0.00000706,Agriculture (excluding fallow land and kitchen gardens),Lo,-7.912367462,38.49264562
22.6,522,786,1051,1597,1862,2031,2226,2410,2616,2624,4202,2805,296,2.5701337,316.1587,0.123123933,4.4099197,285.5777,291.31412,298.1692,-1.2155029,0.00000603,Agriculture (excluding fallow land and kitchen gardens),Lo,-7.955721568,38.65080775
13.4,247,376,655,759,1215,1765,1975,2133,2376,2435,2467,1482,325,4.744027,95.596954,0.34125099,4.859245,285.7329,291.52026,298.14084,-1.3268862,0.00000706,Forestry,Lo,-7.856539308,38.37380684
4.6,984,1188,1592,2296,2638,2897,3164,3213,3531,3335,4773,3267,98,2.9259138,322.35318,0.198267,3.4331264,285.30316,291.59177,298.37338,-1.1035253,0.00000818,Agriculture (excluding fallow land and kitchen gardens),Lo,-7.988548455,38.94034874
9.5,547,873,1194,1721,2025,2219,2466,2634,2785,2898,3872,2669,190,1.5116976,23.059244,0.112521874,4.344944,285.7329,291.52026,298.14084,-1.3268862,0.00000706,Agriculture (excluding fallow land and kitchen gardens),Lo,-7.786313911,38.46097827
6.2,546,813,1151,1709,1926,2087,2369,2704,2807,2823,4265,2637,254,0.92740995,0,0.148745025,4.2086573,285.5777,291.31412,298.1692,-1.2155029,0.00000603,Agriculture (excluding fallow land and kitchen gardens),Lo,-7.829328729,38.61921895
26.1,586.5,778,1115.5,1707.5,2038.5,2208.5,2426.5,2667.5,2875.5,2895.5,4492.5,2924.5,173,0.92740995,180,0.137941863,4.185716,286.0077,291.65167,298.37027,-1.3453646,0.00000588,Agriculture (excluding fallow land and kitchen gardens),Lc,-7.920247003,38.17685269
9.7,619,816,1146,1451,1658,2139,2361,2319,2586,2688,2665,2143,177,4.0049334,35.97881,0.227165804,3.7175987,285.81976,291.70496,298.3485,-1.2220575,0.00000692,Agriculture (excluding fallow land and kitchen gardens),Lc,-7.731497901,38.0831551
13,269,410,730.5,1193,1513,2294,2536.5,2300.5,2684.5,3669,2382.5,1798.5,168,1.7654238,90,0.144167139,4.326166,285.81976,291.70496,298.3485,-1.2220575,0.00000692,Agriculture (excluding fallow land and kitchen gardens),Lc,-7.574821012,38.02012413
10.3,584,738,1177,2118,2432,2797,2989,3103,3228,3151,4030,3053,142,1.9946797,62.303074,0.144637817,4.326166,285.81976,291.70496,298.3485,-1.2220575,0.00000692,Agriculture (excluding fallow land and kitchen gardens),Lc,-7.584131893,38.05534324
11.6,566.5,822,1290,1957,2216.5,2607,2831,3157,3141.5,3131.5,3723.5,2680,170,1.4987136,51.777504,0.157402411,4.326166,285.81976,291.70496,298.3485,-1.2220575,0.00000692,Agriculture (excluding fallow land and kitchen gardens),Lc,-7.557258848,38.0418795
9.2,549,843,1267,1810,2039,2130,2176,2403,2225,2198,3074,2513,163,3.2932513,212.43817,0.194978891,4.237336,285.81976,291.70496,298.3485,-1.2220575,0.00000692,Agriculture (excluding fallow land and kitchen gardens),Lc,-7.53140522,38.12060219
9.2,652.5,803,1180,1658.5,2351.5,2730,2931,2927.5,3306.5,3180.5,4010,2619,176,3.6424177,319.71866,0.138112851,4.237336,285.98492,292.23334,298.8384,-1.2119994,0.00000508,Agriculture (excluding fallow land and kitchen gardens),Lc,-7.486914425,38.12886698
7.7,893,1251.5,1875.5,2834,3071.5,3196.5,3382,3656.5,3704.5,3671.5,4323.5,3006.5,207,1.8543341,180,0.094383294,5.040157,285.68964,291.98364,298.61432,-1.1626331,0.00000508,Agriculture (excluding fallow land and kitchen gardens),Lc,-7.400866372,37.97854304
8.8,780,1005.5,1385.5,2112,2503,2646,2883.5,3132,3340,3626,4504,3024,238,2.993437,128.25183,0.111063121,3.951249,285.68964,291.98364,298.61432,-1.1626331,0.00000508,Agriculture (excluding fallow land and kitchen gardens),Lc,-7.374066696,37.96502252
13.8,427,617.5,857,1283,1551,2077.5,2331,2416,2636,2726.5,3558.5,2564.5,267,2.2467158,128.23686,0.164627736,5.040157,285.98492,292.23334,298.8384,-1.2119994,0.00000508,Agriculture (excluding fallow land and kitchen gardens),Lc,-7.361045307,38.00436825
64.4,424,583,658,795,986,1555,1725,1992,2098,2565,2391,1514,35,2.3968232,345.20654,0.475488883,12.610368,287.27914,289.91415,292.68994,-1.727352,0.0000217,Forestry,Re,-8.567768327,40.77126112
19.8,429,444,689,962,1206,1382,1520,1666,1737,1815,2614,1873,53,2.3980114,194.90071,0.161255016,25.4,285.74887,289.1274,292.58707,-1.2714407,0.00002,Agriculture (excluding fallow land and kitchen gardens),Bh,-8.671064479,41.26925031
36.9,437.5,687,1008,1215.5,1581,2139.5,2621,2885,2931.5,3390,2502.5,1795,47,1.3909631,180,0.257228789,13.964331,285.74887,289.1274,292.58707,-1.2714407,0.00002,Agriculture (excluding fallow land and kitchen gardens),Bh,-8.667760969,41.41779435
42.5,409,568,820,1210,1617,1895,2119,2218,2418,2522,3450,2672,60,3.1292584,81.48611,0.248318981,16.969662,284.85785,288.7048,292.4303,-1.0963336,0.0000447,Agriculture (excluding fallow land and kitchen gardens),Bh,-8.705776471,41.53997645
103.1,324,398,545,708,941,1664,1860,1949,2227,2224,2134,1349,151,7.0166707,142.1047,-1.355463347,15.070917,285.74887,289.1274,292.58707,-1.2714407,0.00002,Forestry,Bh,-8.655287129,41.45714479
39,418,1312,1707,1987,1997,2490,2605,2856,2818,2648,3046,2466,275,5.1565423,74.39098,0.297643152,17.257336,287.54358,288.62033,289.52457,-1.5797758,0.0000257,Residential,Bh,-8.775510232,41.84102029
42.1,507,518,1086,898,1086,2029,2365,2600,2665,3307,1748,1169,338,3.361163,114.421135,0.251292105,17.59536,285.54825,289.45688,293.54205,-0.71878856,0.0000208,Forestry,Bh,-8.411425651,40.81946595
112.1,563,1284,1348,1219,1472,2465,2863,3219,3055,3352,2261,1446,351,9.463627,64.08684,0.566331063,13.778916,285.54825,289.45688,293.54205,-0.71878856,0.0000208,Forestry,Bh,-8.437752325,40.90689589
29.8,341.5,420,628,744,1076,1846,2112.5,2141,2438.5,2295.5,2040.5,1253.5,75,6.9609427,281.4714,0.331328089,16.121979,287.54358,288.62033,289.52457,-1.5797758,0.0000257,Abandoned areas,Bh,-8.75063462,41.91971201
30.5,380,684,938.5,1091.5,1415,2113,2358,2529.5,2500,2409,2335.5,1538.5,222,5.194959,135.41328,0.309743,9.822458,285.30603,290.0489,295.30878,-0.9121654,0.0000171,Forestry,Bh,-8.278962453,40.45639413
12.7,363,589.5,805,847.5,1018,1944,2220,2039.5,2520,2314.5,1804,1146.5,174,8.930536,168.13374,1.14159292,12.626586,285.74887,289.1274,292.58707,-1.2714407,0.00002,Road transport,Bh,-8.502912899,41.28270195
4.7,941.5,1005,1205.5,1341,1872.5,2008.5,2076,1934.5,2164.5,2177.5,2406,1875,395,5.6441593,119.431786,0.490847093,13.241259,285.94772,289.6681,293.64062,-0.7184824,0.0000195,Commerce,Bh,-8.383271532,41.21285258
140.8,357,510,680,908,1075,2192,2471,2287,2867,2459,2366,1666,310,4.1390915,153.47806,0.31698048,15.253658,284.32928,289.31497,294.18753,-0.5952287,0.0000352,Forestry,Bh,-8.381253453,41.28714082
16.8,200,352,536,611,859,1387,1582,1615,1850,1904,2225,1435,28,1.9551445,341.51404,0.31233099,12.447291,283.1124,288.30457,293.43674,-0.5277461,0.0000248,Agriculture (excluding fallow land and kitchen gardens),Bh,-8.477583325,41.60164597
25.7,407,461,714,755,1159,1811,2055,2012,2205,2327,2396,1528,110,2.077275,296.50644,0.546677881,12.367649,283.1124,288.30457,293.43674,-0.5277461,0.0000248,Semi-natural and natural areas not in use,Bh,-8.420074954,41.57548525
15.6,485,817,1139,1138,1458,2436,2612,2886,2922,2395,2408,1794,372,11.004943,97.172714,0.65234529,15.544274,283.31622,288.47632,293.54425,-0.14747156,0.0000332,Residential,Bh,-8.211525863,40.96790225
146.2,174,258,381,566,802,1159,1247,1393,1623,1800,2098,1458,145,9.801194,270,0.40980052,11.804418,284.32928,289.31497,294.18753,-0.5952287,0.0000352,Forestry,Bh,-8.353934948,41.44006633
33.5,305,324,389,581,721,823,951,977,1115,1054,1410,1141,274,6.088849,94.35156,0.162179021,6.8706865,284.1845,289.8131,295.3802,-0.78392905,0.0000171,Forestry,Bh,-8.010723245,40.45120013
60.5,529.5,611,837,989.5,1486,2023,2253.5,2113,2593.5,2419.5,2833.5,1870.5,501,12.91304,77.77115,0.376294133,11.705465,283.59903,288.8943,294.10477,-0.72154814,0.0000328,Semi-natural and natural areas not in use,Bh,-8.072087181,40.6614164
19.1,435,1074,1391,1514,1659,2803,3279,3324,3378,3435,2903,2199,112,4.1663504,0,0.266210771,12.725719,283.28268,287.7707,292.43478,-0.16205111,0.000043,Residential,Bh,-8.484998417,42.02523598
21.4,19,153,254,452,635,836,1049,1140,1167,1383,1095,750,294,3.6866412,97.21639,0.1555229,8.376947,283.59903,288.8943,294.10477,-0.72154814,0.0000328,Forestry,Bh,-8.018305845,40.56059987
4.8,1286,1509,2059,2748,3330,3634,3869,3692,3950,3492,4674,3494,389,6.93546,105.435646,0.159547465,11.705465,283.59903,288.8943,294.10477,-0.72154814,0.0000328,Agriculture (excluding fallow land and kitchen gardens),Bh,-8.028529155,40.59563721
39.8,582,658,826,959,1297,1735,1908,2019,2171,2311,3048,2296,679,16.34122,186.39027,0.335715833,16.414225,282.99973,287.85083,292.4264,-0.21200508,0.0000315,Semi-natural and natural areas not in use,Bh,-8.352928966,41.92054381
13.2,547,765.5,1041.5,1389.5,1838,2442,2726.5,2824.5,3116.5,3080,3948,2595.5,360,3.0483634,90,0.216454657,8.089882,283.23727,288.3103,293.825,-0.7174608,0.000036,Fallow land,Bh,-7.818808675,40.54203908
45.2,253.5,303.5,406.5,490,729.5,1016,1162,1180,1373.5,1521,2205.5,1455,798,6.639656,220.1063,0.4330152,11.327415,282.5035,287.68347,293.0876,-0.3010912,0.0000337,Semi-natural and natural areas not in use,Bh,-7.930826644,40.92757979
37.9,380.5,411.5,607,780.5,1133,1399.5,1566.5,1462.5,1735.5,1766,2468.5,1631.5,1134,0.76989007,232.964,0.26439483,13.355616,282.59286,288.1169,293.25748,0.015787797,0.0000379,Agriculture (excluding fallow land and kitchen gardens),Bh,-7.956548904,41.01515363
66.3,402,494,720,876,1283,2220,2541,2586,2840,2786,2351,1433,672,19.05587,100.804405,0.391937886,14.325058,283.12253,288.1853,293.7997,-0.78971314,0.0000178,Abandoned areas,Bh,-7.659742483,40.23892377
6.5,290,307,509.5,534.5,855,1221.5,1450,1564.5,1602,1610.5,1754,1246,499,10.612758,173.46887,0.38284263,7.2049327,283.14746,288.53705,294.1944,-0.6428739,0.000018,Agriculture (excluding fallow land and kitchen gardens),Bh,-7.731676108,40.57644828
50.2,764,1207.5,1424.5,1718.5,2265.5,2531.5,2631,2533.5,2798,2284.5,3705,2833.5,1179,7.5113993,295.44812,0.248007968,13.0783,281.68683,286.4724,291.22888,-0.2169784,0.000042,Energy production,Bh,-7.983146225,41.60096343
13.7,331,743,919,1119,1647,2270,2349,2509,2833,2887,3255,2117,1005,8.472268,60.72275,0.461788138,13.0783,281.68683,286.4724,291.22888,-0.2169784,0.000042,Semi-natural and natural areas not in use,Bh,-7.964980681,41.62273819
13.4,512.5,528.5,787.5,811.5,1218,1799,1986,2057,2189.5,2270,2090.5,1429,828,10.960039,274.79495,0.566759388,9.30107,282.5035,287.68347,293.0876,-0.3010912,0.0000337,Semi-natural and natural areas not in use,Bh,-7.750506937,40.97900531
43.6,404,534,658,886,1003,1366,1592,1621,1860,2132,2540,1648,613,16.76906,85.37798,0.355990127,9.30107,282.59286,288.1169,293.25748,0.015787797,0.0000379,Forestry,Bh,-7.760696018,41.01405771
19.6,245.5,581,841,1126,1473.5,2185,2486.5,2701.5,2883.5,3174.5,3115.5,1805.5,213,7.9292927,171.0746,0.322083639,9.081131,282.46826,287.56857,292.92947,-0.2788509,0.0000421,Agriculture (excluding fallow land and kitchen gardens),Bh,-7.899791819,41.48698393
51.7,427,455.5,582.5,671,824,1139,1247.5,1326,1347.5,1370,1772,1441,1434,12.117301,168.57231,0.26006332,13.39999,283.2707,288.4919,294.0588,-0.68915963,0.0000188,Forestry,Bh,-7.571541371,40.4394979
20.9,280,449,624,881,1183,1634,1846,1975,2159,2073,2843,1905,926,7.6003585,346.05493,0.319975554,8.264988,282.6507,287.7857,293.31897,-0.35953388,0.0000174,Fallow land,Bh,-7.722229895,40.96569098
19.1,437,451,621,664,1145,1819,2022,1898,2248,2643,2137,1361,385,4.055422,216.95322,0.389863548,9.291109,283.14746,288.53705,294.1944,-0.6428739,0.000018,Abandoned areas,Bh,-7.560283456,40.57068109
30.7,695,767,875,886,1230,1843,2027,2128,2227,1613,1804,1108,533,11.003258,85.224396,0.980926431,8.391039,282.6285,287.89636,293.3085,-0.11107721,0.0000167,Semi-natural and natural areas not in use,Bh,-7.705738263,41.24542589
34.9,422.5,513.5,680.5,820,1155.5,1595.5,1758.5,1692.5,2007,1982,2516.5,1637,889,9.961096,100.62281,0.396855828,10.323016,281.9487,287.4113,292.70474,-0.2951672,0.0000372,Agriculture (excluding fallow land and kitchen gardens),Bh,-7.723445629,41.38981111
39.9,1002,1043,1267.5,1474,1789,2103,2194.5,2198,2455,2558,3625.5,2801,1033,12.986981,110.54534,0.251484457,11.055496,281.9487,287.4113,292.70474,-0.2951672,0.0000372,Agriculture (excluding fallow land and kitchen gardens),Bh,-7.715523427,41.44658272
71.9,556.5,743,932,1218.5,1439,1634,1802,1824.5,2073,1911,3580,2637,816,5.1762514,216.47426,0.20994832,7.2349277,281.9487,287.4113,292.70474,-0.2951672,0.0000372,Semi-natural and natural areas not in use,Bh,-7.617644148,41.27974826
71.2,370,485,680,916,1171,1445,1549,1729,1869,1847,3134,2121,1010,3.3912945,294.18967,0.242888807,11.055496,281.80814,286.83682,291.89618,-0.100218944,0.0000398,Agriculture (excluding fallow land and kitchen gardens),Bh,-7.68935918,41.52507947
23.9,465,482,561,580,809,1191,1394,1330,1564,1069,913,666,558,19.800535,19.23056,1.44567757,6.2242894,281.9487,287.4113,292.70474,-0.2951672,0.0000372,Semi-natural and natural areas not in use,Bh,-7.586287699,41.34070601
58.4,402.5,501.5,676.5,813.5,1115,1412,1564.5,1680.5,1788.5,1706,2916.5,2105.5,869,7.929955,171.04378,0.27014366,8.28385,281.80814,286.83682,291.89618,-0.100218944,0.0000398,Forestry,Bh,-7.670681309,41.71287308
18,327.5,514,689,912.5,1106,1432,1593,1778,1818.5,1863.5,2741,1805.5,780,11.486872,132.61746,0.206321335,5.809969,282.74646,288.12704,293.891,-0.5326732,0.0000169,Semi-natural and natural areas not in use,Bh,-7.364110987,40.73500756
27.9,516,624,849,776,1157,1870,2039,2292,2102,1534,1382,745,808,3.8539267,126.92331,1.261127596,6.2242894,282.05344,287.90973,293.45062,-0.3435321,0.0000167,Forestry,Bh,-7.496005502,41.28308859
14.6,560,620,965,1167,2004.5,2671,3055.5,3110.5,3404.5,3301.5,3737.5,2498,566,4.8460183,149.2281,0.291068581,9.549088,281.80814,286.83682,291.89618,-0.100218944,0.0000398,Agriculture (excluding fallow land and kitchen gardens),Bh,-7.62374721,41.72127372
17.8,449,460,616,771,1113,1552,1710,2017,1946,1799,3089,2395,928,3.6170897,239.1924,0.203608674,9.549088,281.4298,286.66144,291.8419,0.033025112,0.0000243,Agriculture (excluding fallow land and kitchen gardens),Bh,-7.649593597,41.80885799
13.7,555,872,1129,1401.5,1798,2054,2239.5,2249.5,2527,2339.5,3430.5,2535.5,788,4.667514,172.46332,0.255833333,5.2852826,282.9637,288.2129,294.0197,-0.5275893,0.0000163,Semi-natural and natural areas not in use,Bh,-7.362426783,40.90124972
8.9,544,1113,1491,1979.5,2485,2827.5,3019.5,3023,3163,2452.5,3855.5,2761,671,12.227286,132.24425,0.159600843,4.8442125,282.9637,288.2129,294.0197,-0.5275893,0.0000163,Agriculture (excluding fallow land and kitchen gardens),Bh,-7.314469231,40.81759138
5.9,778,1098,1461,1981,1768,2245,2478,3084,2705,3095,3857,2876,658,3.9262445,110.71918,0.152083333,4.260602,282.9637,288.2129,294.0197,-0.5275893,0.0000163,Agriculture (excluding fallow land and kitchen gardens),Bh,-7.273082493,40.84336641
67.2,410,634,974,1289,1823,2196,2406,2650,2839,2959,3445,2104,788,2.848244,167.44908,0.283211588,8.808924,281.63086,287.7021,293.09003,-0.16441631,0.0000179,Agriculture (excluding fallow land and kitchen gardens),Bh,-7.468518101,41.52766857
5.7,1191,1738.5,2275,2883.5,2954,3116.5,3291.5,3486.5,3497.5,3622,5003,3976.5,542,3.0380516,336.20795,0.084137231,3.4318526,282.9637,288.2129,294.0197,-0.5275893,0.0000163,Agriculture (excluding fallow land and kitchen gardens),Bh,-7.259780329,40.88258801
