OC,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,DEM,SLOPE,ASPECT,evi,ssm,minimum_2m_air_temperature_median,mean_2m_air_temperature_median,maximum_2m_air_temperature_median,v_component_of_wind_10m_median,total_precipitation_median,LU1_Desc,DOMSOI,GPS_LONG,GPS_LAT
6,603.5,925,1351.5,1673.5,2117,2939.5,3261.5,3472,3540.5,3139,3890.5,2789,326,0.7820844,126.364784,0.324539709,21.106268,280.13565,285.1343,290.78058,-0.7343996,0.0000278,Agriculture (excluding fallow land and kitchen gardens),Lc,25.55857976,42.58125866
17.5,395.5,468.5,673,825,1236,1864.5,2063,2119.5,2298,2359,2807.5,1739.5,259,2.6359568,208.47415,0.394612679,16.695507,280.76923,286.27545,292.05518,-0.8459326,0.0000238,Agriculture (excluding fallow land and kitchen gardens),Lc,25.73085798,42.48089218
21.1,335,343,348,484,761,1016,1171,1259,1442,1819,1830,1225,406,2.1070738,243.89732,0.308930426,13.118031,280.35617,286.1255,290.85608,-0.90503716,0.0000291,Forestry,Lc,26.76427123,42.69890696
11.1,591,777,1077.5,1394.5,1737,1998.5,2131.5,2279,2346.5,2403.5,2957.5,2339.5,176,1.121753,214.23703,0.20626879,14.064591,280.35617,286.1255,290.85608,-0.90503716,0.0000291,Agriculture (excluding fallow land and kitchen gardens),Lc,26.86994824,42.71794527
15.1,682,846,1058,1450,1641,1736,1870,1946,2124,2271,3363,2629,170,2.5650723,259.59113,0.150575731,14.078545,280.852,286.27695,291.1171,-0.8670428,0.0000337,Agriculture (excluding fallow land and kitchen gardens),Lc,27.0183507,42.71121751
8.9,200.5,259,318,429,626,859.5,1061.5,1095,1180.5,1408,1482.5,930.5,249,6.0597687,313.32904,0.52715655,17.468082,280.53098,285.89157,291.00208,-0.69074845,0.0000292,Forestry,Lc,27.12090159,42.80418445
15.1,762,1058,1374,1900,2130,2145,2309,2547,2685,2673,3859,2709,67,3.479174,201.26772,0.102467415,17.090195,281.32935,286.11746,291.39575,-0.7136914,0.0000373,Agriculture (excluding fallow land and kitchen gardens),Lc,27.61440439,42.77381092
18.3,1071,1291,1765.5,2442,2870.5,3082,3285.5,3495,3712,4012.5,4445.5,3161,84,0.7945645,305.70486,0.15874594,13.985918,281.133,287.12668,293.08423,-0.19066423,0.0000274,Agriculture (excluding fallow land and kitchen gardens),Hh,24.40696359,44.05267033
18,335,427,680.5,978.5,1400,1761,1956.5,1985,2250.5,2509.5,2866.5,2095.5,69,1.8950077,42.78641,0.183263055,12.804071,281.21432,287.24905,293.544,-0.26520288,0.0000285,Agriculture (excluding fallow land and kitchen gardens),Hh,24.4244814,43.92212603
13.2,515,658,966,1258,1677,2103,2316,2514,2672,2382,3160,2271,66,0.92740995,0,0.30596316,11.902243,281.15482,287.18137,293.27304,-0.27592877,0.0000275,Agriculture (excluding fallow land and kitchen gardens),Hh,24.54059612,43.97886874
6.5,622,876,1250.5,1439,1843,2527.5,2628.5,2930,2982.5,3100.5,3378,2654,105,6.7455688,93.92383,0.348043676,5.138914,281.8603,288.2255,293.70026,-0.20914097,0.000028,Agriculture (excluding fallow land and kitchen gardens),Rc,23.73298158,41.01822157
9.9,542,689,932.5,1195.5,1583.5,2024,2205,2274,2470,2547.5,2952.5,1921.5,264,15.591168,270,0.294433699,8.676227,280.35306,287.11676,292.6435,-0.20944719,0.0000219,Semi-natural and natural areas not in use,Rc,23.78769811,41.04717025
7.6,942,1293,1745,2285,2765,2975,3178,3348,3504,3746,4397,3291,222,5.552152,138.53616,0.16925824,8.676227,280.35306,287.11676,292.6435,-0.20944719,0.0000219,Agriculture (excluding fallow land and kitchen gardens),Rc,23.85391187,41.01955174
24.5,624,827,1145,1363,1728,2288,2495,2641,2795,2865,3334,2297,512,6.271144,215.88557,0.283705749,15.590204,280.35306,287.11676,292.6435,-0.20944719,0.0000219,Agriculture (excluding fallow land and kitchen gardens),Rc,23.88928781,41.06948324
2.6,700,891,1319,1762,2001,2244,2374,2474,2533,2532,3473,2670,63,3.7042444,318.6,0.148678951,9.717731,282.09436,288.5055,294.70404,-0.21624175,0.0000196,Agriculture (excluding fallow land and kitchen gardens),Rc,23.86880943,40.87097545
6.1,1028,1429,1938,2525,2802,3216,3361,3476,3568,3397,3976,3032,170,5.6798053,347.5717,0.146986571,25.4,282.09436,288.5055,294.70404,-0.21624175,0.0000196,Agriculture (excluding fallow land and kitchen gardens),Rc,23.91547632,40.86436368
26.1,668.5,691,1047,1325,1813.5,2800,3015,2913,3171,3236,2980.5,2047,99,7.392332,82.83254,0.221218258,10.588417,280.35306,287.11676,292.6435,-0.20944719,0.0000219,Agriculture (excluding fallow land and kitchen gardens),Rc,23.99823908,41.01740331
8.6,497.5,607.5,877.5,1036.5,1497,2120,2374,2541,2752,2711.5,2707.5,1873,251,0.80035704,234.59267,0.304794767,13.0413475,279.63162,285.77255,291.9269,-0.4239504,0.0000276,Agriculture (excluding fallow land and kitchen gardens),Vp,24.65087022,44.69521887
15.2,677.5,751,985,1307.5,1560.5,1659.5,1770,1852,2005,2069.5,2678,2085,234,0.7994163,234.54471,0.190895277,12.147958,279.63162,285.77255,291.9269,-0.4239504,0.0000276,Agriculture (excluding fallow land and kitchen gardens),Vp,24.72665217,44.5929255
4.7,627,816,1146.5,1465.5,1911,2378,2523.5,2659.5,2714,2534,3011.5,2388.5,162,0.46373534,0,0.253985122,12.6299095,280.94348,286.8786,292.74225,-0.47902086,0.0000268,Agriculture (excluding fallow land and kitchen gardens),Vp,24.72335187,44.4835753
15.9,685,931,1171,1623,1923,2111,2306,2432,2707,2530,3635,2719,199,0,0,0.219007748,14.925259,279.4842,285.47064,291.37787,-0.4706959,0.0000301,Agriculture (excluding fallow land and kitchen gardens),Vp,24.83161229,44.50464984
12.2,599,739,1049,1455.5,1934.5,2338.5,2521,2585.5,2837,2661,3574.5,2464,138,0.64821416,270,0.215531247,12.078102,280.58127,286.6424,292.6626,-0.54983187,0.0000611,Agriculture (excluding fallow land and kitchen gardens),Vp,24.80942356,44.32476676
16.2,562.5,797,1036.5,1292,1576.5,2034,2155,2609,2515.5,2146.5,2826,2236.5,244,0,0,0.272421852,15.572878,279.4842,285.47064,291.37787,-0.4706959,0.0000301,Agriculture (excluding fallow land and kitchen gardens),Vp,24.92367286,44.65614447
18.3,603,728.5,966,1282,1659.5,2118.5,2332.5,2507.5,2731,2667,3611,2329,218,2.4070337,164.31158,0.233972524,14.837395,279.4842,285.47064,291.37787,-0.4706959,0.0000301,Agriculture (excluding fallow land and kitchen gardens),Vp,24.95895215,44.59610021
14.1,716.5,827,1091,1498,1979.5,2348,2537,2664.5,2893,2939.5,3493,2339,149,0.92740995,180,0.189195456,13.075843,280.58127,286.6424,292.6626,-0.54983187,0.0000611,Agriculture (excluding fallow land and kitchen gardens),Vp,24.97143176,44.35621515
13.7,481,614,790,1051,1322,1458,1550,1634,1809,1964,2413,1614,181,0.7983905,125.50774,0.375543478,13.40708,280.65692,286.42847,292.13364,-0.51417756,0.0000557,Agriculture (excluding fallow land and kitchen gardens),Vp,25.00461569,44.47957842
13.6,654.5,842.5,1109.5,1446.5,1827.5,2353,2589,2803,2909.5,2819,3423.5,2446.5,224,1.1334283,144.90492,0.200036425,15.843542,279.61514,285.6125,291.52185,-0.3932584,0.000032,Agriculture (excluding fallow land and kitchen gardens),Vp,25.04756174,44.63814844
23.7,436,463,618,818,1118,1453,1591,1731,1879,2066,2964,1863,149,2.3915396,305.5487,0.31575953,16.521599,280.65692,286.42847,292.13364,-0.51417756,0.0000557,Agriculture (excluding fallow land and kitchen gardens),Vp,25.10897482,44.3910309
12.1,589,686,1014,1149,1544,2090,2302,2450,2563,2619,2629,1791,183,0.7994011,54.543938,0.351375267,15.1058445,279.61514,285.6125,291.52185,-0.3932584,0.000032,Agriculture (excluding fallow land and kitchen gardens),Vp,25.24079037,44.5914437
15.8,525.5,813,1135,1514.5,2015.5,2504.5,2776.5,2948.5,3123.5,3057,3347,2430.5,155,0.79808855,234.47679,0.200897029,14.900329,280.65692,286.42847,292.13364,-0.51417756,0.0000557,Agriculture (excluding fallow land and kitchen gardens),Vp,25.2268466,44.44692267
13.5,501,566,852,1306,1695,2014,2241,2375,2575,2605,2638,1894,193,0.7881698,53.960308,0.202953081,17.48361,281.3806,287.2323,293.91864,-0.07487659,0.0000456,Agriculture (excluding fallow land and kitchen gardens),Lc,24.32210592,43.31445819
14.9,554,993,1394,1587,2175,2682,2849,2907,3144,3492,3272,2533,291,1.5724105,233.86394,0.202300052,18.455257,280.99377,286.75296,292.68497,0.17245336,0.0000571,Agriculture (excluding fallow land and kitchen gardens),Lc,24.29383495,43.09886541
9.8,519,562,817,1123,1503,1872,2013,2246,2309,2656,2958,2091,101,0.46373534,0,0.293477565,16.946943,281.3806,287.2323,293.91864,-0.07487659,0.0000456,Agriculture (excluding fallow land and kitchen gardens),Lc,24.39926953,43.32181991
12.7,596,758,1262,1936,2444,2906,3126,3349,3481,3337,3517,2297,290,4.534902,44.41132,0.160053671,17.785954,280.99377,286.75296,292.68497,0.17245336,0.0000571,Agriculture (excluding fallow land and kitchen gardens),Lc,24.44104971,43.18774727
12.6,438,621,868,1020,1597,2307,2621,2707,2915,2993,3560,2235,373,4.993109,229.57193,0.308288838,19.150845,280.99377,286.75296,292.68497,0.17245336,0.0000571,Agriculture (excluding fallow land and kitchen gardens),Lc,24.44319748,43.09591721
14.1,717.6666667,959,1378,1959,2359,2692.333333,2856.5,3062.75,3222.666667,3206,3975,2535.666667,325,1.529787,335.39716,0.191977733,19.304531,281.33554,287.16818,293.71878,-0.018309511,0.0000582,Agriculture (excluding fallow land and kitchen gardens),Lc,24.66589952,43.28355316
7,788,925,1324.5,1800,2051,2404.5,2557.5,2645,2764,2806,3314,2486,438,5.603141,214.41023,0.181021966,17.699228,280.88437,286.9489,292.5893,0.26307863,0.0000545,Agriculture (excluding fallow land and kitchen gardens),Lc,24.67393883,43.1175766
16.3,493,683,986,1220,1567,2111,2304,2429,2440,2539,2531,1884,177,3.482221,158.60353,0.225462566,18.972368,280.88437,286.9489,292.5893,0.26307863,0.0000545,Agriculture (excluding fallow land and kitchen gardens),Lc,24.74022634,43.18118162
15.7,554.5,753.5,1021,1359.5,1686,2100.5,2253.5,2520.5,2560.5,2676,3266.5,2184,168,1.965052,76.35509,0.336504442,16.117725,281.1398,287.0965,293.34296,0.028901884,0.0000549,Agriculture (excluding fallow land and kitchen gardens),Lc,24.83541126,43.25884093
20.9,231,401,688,746,977,1278,1589,2053,1782,1871,2074,1280,433,6.1469874,247.92838,0.673258004,16.969381,280.64642,286.70764,292.50497,0.17069167,0.0000502,Agriculture (excluding fallow land and kitchen gardens),Lc,24.87618287,43.12461385
35.8,537,679,923,1177,1541,1993,2201,2319,2522,2534,2934,1833,424,13.272593,202.11244,0.333830351,16.549284,280.64642,286.70764,292.50497,0.17069167,0.0000502,Agriculture (excluding fallow land and kitchen gardens),Lc,24.88980557,43.17756741
14.5,447.5,751.5,1047.5,1284,1597,2432.5,2672,2702,3036.5,3166.5,2696.5,1752,404,4.7131343,306.08844,0.314256137,19.146477,280.64642,286.70764,292.50497,0.17069167,0.0000502,Agriculture (excluding fallow land and kitchen gardens),Lc,24.947271,43.20572555
15.5,505,595,927,1101,1352,1534,1777,1838,2124,2197,2506,1835,402,1.3909631,180,0.295450993,16.730145,280.84793,286.62738,292.65613,0.042164795,0.0000582,Agriculture (excluding fallow land and kitchen gardens),Lc,25.00147679,43.12439426
18.4,684,723,1006,1237,1647,1736,1869,2008,2170,2221,2859,2240,409,10.389096,32.98626,0.256039916,20.341684,280.84793,286.62738,292.65613,0.042164795,0.0000582,Agriculture (excluding fallow land and kitchen gardens),Lc,25.07849522,43.13124427
15.3,544,829,1115,1544,1767,2019,2165,2525,2453,2327,2922,2170,149,0.78745085,53.92223,0.141930914,16.45655,281.1103,286.62094,292.4861,-0.039588135,0.0000609,Agriculture (excluding fallow land and kitchen gardens),Lc,25.28004631,43.22926689
13.5,532,642,946.5,1345.5,1573.5,2011.5,2140.5,2284.5,2294,2496.5,2650,1947,249,6.7832217,332.20343,0.143222916,16.037655,281.1103,286.62094,292.4861,-0.039588135,0.0000609,Agriculture (excluding fallow land and kitchen gardens),Lc,25.33381599,43.14777308
11.5,439,552.5,886.5,1065.5,1464,2060,2290,2666,2462,2409,2430.5,1704.5,69,2.2480648,34.43962,-0.904925544,15.588829,281.38873,286.81818,292.8598,-0.12451222,0.0000587,Agriculture (excluding fallow land and kitchen gardens),Lc,25.569932,43.18498911
19,421,540,881,1097,1621,2244,2402,2530,2620,2612,2776,1925,337,5.3029346,45.76467,0.25792555,15.568251,281.38873,286.81818,292.8598,-0.12451222,0.0000587,Semi-natural and natural areas not in use,Lc,25.57031773,43.0931986
20.4,198.5,330,555.5,738.5,1131.5,1656.5,1827.5,2005,2132.5,2320,2594,1560.5,388,4.5319905,135.62642,0.415064253,15.795501,281.38873,286.81818,292.8598,-0.12451222,0.0000587,Agriculture (excluding fallow land and kitchen gardens),Lc,25.59917061,43.10708521
15.9,609,823,1220,1603,1985,2975,3311,3615,3410,2750,3350,2322,203,3.3039644,348.9418,0.107958345,15.795501,281.38873,286.81818,292.8598,-0.12451222,0.0000587,Agriculture (excluding fallow land and kitchen gardens),Lc,25.7294115,43.03178571
8.9,308,456,618,781,1165,1656,1890,1603,2079,2591,2664,1886,66,1.1242592,214.42432,0.252874733,18.144634,281.30573,286.63196,292.37866,0.021488262,0.0000586,Agriculture (excluding fallow land and kitchen gardens),Lc,25.91248879,43.14989009
11.6,507,556,862,1013,1536,2192,2343,2485,2658,2683,2692,1701,446,4.117649,321.9069,0.388897135,19.1699,280.7905,285.81964,291.05872,-0.025742454,0.000027,Agriculture (excluding fallow land and kitchen gardens),Lc,26.27950156,43.20150413
16.7,386,483,841,1013,1500,1805,2099,2573,2546,3173,2143,1572,232,3.3156645,106.22546,0.286913926,19.188581,281.2144,286.36905,291.4789,0.0833423,0.0000277,Agriculture (excluding fallow land and kitchen gardens),Lc,26.33855036,43.32058208
34.2,282,597,821.5,992.5,1404,2210,2473.5,2711,2816.5,2855,2954,1660.5,228,7.176343,315.00064,0.413200525,18.313622,281.2144,286.36905,291.4789,0.0833423,0.0000277,Agriculture (excluding fallow land and kitchen gardens),Lc,26.44522218,43.34002502
17.4,618,908.5,1203.5,1443,1940.5,2536,2769.5,2949.5,3013.5,3059,2640.5,1599,463,4.4903107,325.54016,0.378694158,18.662594,280.7905,285.81964,291.05872,-0.025742454,0.000027,Fallow land,Lc,26.43916727,43.23073401
34.5,317,410,532,652,1015,1513,1677,1823,1995,2078,2172,1307,516,9.842725,106.254654,0.34915507,20.742762,280.7905,285.81964,291.05872,-0.025742454,0.000027,Agriculture (excluding fallow land and kitchen gardens),Lc,26.48235516,43.20530304
33.7,507,631,978,1088,1685,2645,2935,3217,3311,3192,3384,2176,149,2.8519955,347.11438,0.425426745,17.812313,280.7064,285.77383,290.90933,-0.27525154,0.0000307,Agriculture (excluding fallow land and kitchen gardens),Lc,26.74365949,43.23579092
13.7,484,534,717,864,1212,1818,1968,1994,2381,2523,2895,2011,100,0.7872541,53.911797,0.491965661,18.845318,280.59763,285.6507,290.5726,-0.46899897,0.0000355,Agriculture (excluding fallow land and kitchen gardens),Lc,26.81081132,43.20621876
14.2,185,233.5,304.5,463,808.5,1054,1153.5,1136,1414,1658.5,2081.5,1337,126,6.9634075,86.200264,0.313839727,14.354131,280.58997,286.01706,291.1075,-0.5855497,0.0000308,Agriculture (excluding fallow land and kitchen gardens),Lc,27.09761597,43.06589172
14.4,223,387.5,569,779.5,991.5,1357.5,1510.5,2109.5,1874,1475.5,2268.5,1486.5,266,7.2977858,239.62773,0.349679576,16.633234,280.78693,285.86765,291.09808,-0.72391814,0.0000354,Agriculture (excluding fallow land and kitchen gardens),Lc,27.42576713,42.89896006
16.2,423,609,856,997,1483,1930,2106,2322,2467,3020,3190,2049,150,5.625027,137.69768,0.366643332,16.633234,281.32935,286.11746,291.39575,-0.7136914,0.0000373,Agriculture (excluding fallow land and kitchen gardens),Lc,27.55068195,42.89558697
22.3,455.5,614,824,920.5,1230.5,1494,1656.5,1818,1942,1893.5,2414,1682,112,1.5288473,335.4742,0.403869407,13.005635,280.63702,285.8986,290.99164,-0.70188105,0.0000352,Agriculture (excluding fallow land and kitchen gardens),Lc,27.62796942,43.06633491
12.7,690,840.5,1184.5,1387,1736.5,2047,2166.5,2043.5,2392.5,2711.5,2976,2279.5,403,5.6881046,167.19545,0.221713632,17.090195,281.32935,286.11746,291.39575,-0.7136914,0.0000373,Agriculture (excluding fallow land and kitchen gardens),Lc,27.58256937,42.8347046
9.5,705.5,952.5,1245,1720,2013,2208.5,2375,2502.5,2695.5,2659,3911.5,2839.5,159,5.090293,84.78668,0.127904072,18.392378,280.63702,285.8986,290.99164,-0.70188105,0.0000352,Agriculture (excluding fallow land and kitchen gardens),Lc,27.74544966,43.11938354
16.8,645,683,889,1094,1546,1959,2199,2178,2553,2587,2950,2248,145,1.9409328,270,0.272409539,11.265658,280.97797,286.86478,292.7771,-0.16342613,0.0000591,Fallow land,Hl,24.55531706,44.23298181
24.5,460,653,912,1151.5,1444,1778.5,1993.5,2333,2417.5,2192.5,3182,2189.5,119,1.8543341,0,0.249441549,14.772958,280.5975,286.53833,292.746,-0.17164008,0.0000585,Agriculture (excluding fallow land and kitchen gardens),Hl,24.79675948,44.18012523
16.1,542,652,975,1194,1617,2015,2184,2491,2554,2721,3058,1904,125,0.6475828,90,0.302560647,16.673294,280.65692,286.42847,292.13364,-0.51417756,0.0000557,Agriculture (excluding fallow land and kitchen gardens),Hl,25.07564644,44.26769756
24.6,587.5,625.5,916.5,982,1539,2454,2750,2892.5,3153.5,3265.5,3295.5,1989,95,1.3909631,180,0.500226963,12.576239,280.40762,286.52017,292.56345,-0.20515864,0.0000573,Agriculture (excluding fallow land and kitchen gardens),Hl,25.16929529,44.23556699
14.8,522.5,630.5,928.5,1174.5,1610.5,2221,2458,2657,2794.5,2696,3047,1929.5,62,0.46373534,180,0.316757043,15.840374,280.40762,286.52017,292.56345,-0.20515864,0.0000573,Agriculture (excluding fallow land and kitchen gardens),Hl,25.14154588,44.03812533
28.5,380,393,541,759,1085,1593,1754,1771,2069,2257,2522,2037,98,0.6465328,270,0.383375547,14.985382,280.40762,286.52017,292.56345,-0.20515864,0.0000573,Abandoned areas,Hl,25.22869743,44.1717841
8.1,543,710,1009,1354,1712,2259,2441,2718,2776,2982,3450,2073,54,0.92740995,180,0.257801502,14.602102,280.40762,286.52017,292.56345,-0.20515864,0.0000573,Agriculture (excluding fallow land and kitchen gardens),Hl,25.21506827,44.02720791
14.5,442,488,767,916,1405,1924,2071,2033,2356,2465,2625,1839,97,0,0,0.338104976,16.609837,280.41077,286.6063,292.8919,-0.2648864,0.000053,Agriculture (excluding fallow land and kitchen gardens),Hl,25.32692762,44.15712777
23,580,699.5,884.5,1167.5,1490.5,1657.5,1806.5,1931,2141.5,2064,2762.5,2168.5,88,2.258924,325.16034,0.311886244,14.8397255,280.41077,286.6063,292.8919,-0.2648864,0.000053,Agriculture (excluding fallow land and kitchen gardens),Hl,25.45964528,44.0821637
19,393,484,743,889,1355,1857,2006,2167,2252,2196,2619,1663,104,0.46373534,180,0.323294951,14.943546,280.59225,286.62762,292.85205,-0.2524908,0.0000544,Agriculture (excluding fallow land and kitchen gardens),Hl,25.50338169,44.24056452
15.9,511,632.5,885,1147.5,1498,1851.5,2071.5,2139,2313,2295.5,2724,1692.5,98,0.7963836,234.38918,0.349991861,13.771061,280.102,286.0673,292.13022,-0.3931206,0.0000601,Agriculture (excluding fallow land and kitchen gardens),Hl,25.63606933,44.25707997
16.8,458.5,666,887.5,1179.5,1558,1946.5,2117,2341.5,2443,2383.5,2975.5,2342.5,94,0.79581285,234.35973,0.232104413,14.302694,280.59225,286.62762,292.85205,-0.2524908,0.0000544,Agriculture (excluding fallow land and kitchen gardens),Hl,25.69498002,44.19304387
17.3,1194,1292,1770,2303,2840,3156,3383,3534,3678,3850,4059,2859,85,2.2610028,34.91536,0.263337634,15.680725,280.59088,286.4088,292.85754,-0.20381317,0.0000594,Agriculture (excluding fallow land and kitchen gardens),Hl,25.8130161,44.24826629
11.6,557,781,1094,1374,1790,2473,2744,2963,3131,3013,3436,2184,55,2.1488504,295.55768,0.272459499,15.680725,280.59088,286.4088,292.85754,-0.20381317,0.0000594,Agriculture (excluding fallow land and kitchen gardens),Hl,25.86674341,44.16655696
19.3,575.5,753,1078.5,1162,1409.5,2564,3069.5,2944,3284,3299,2846,2045,80,0.64860123,270,0.211599833,17.836174,280.13037,286.03955,292.14423,-0.29046652,0.0000609,Fallow land,Hl,25.92177242,44.35987751
11.6,600,709,1046,1258,1809,2351,2562,2792,2848,3042,3445,2173,52,0.46373534,180,0.408259349,14.065826,280.59088,286.4088,292.85754,-0.20381317,0.0000594,Agriculture (excluding fallow land and kitchen gardens),Hl,25.91579256,44.15893714
5.1,626.5,648,946.5,1068.5,1452.5,1870.5,2034,2165,2280.5,2390.5,2599.5,1923,57,1.3746804,250.28857,0.356870714,14.065826,280.59088,286.4088,292.85754,-0.20381317,0.0000594,Agriculture (excluding fallow land and kitchen gardens),Hl,25.93580288,44.22923294
20.1,231,285,462,511,647,876,970,1163,1093,2655,1557,1136,97,0.79898596,125.47727,0.319339945,17.165173,279.85583,285.91443,292.13083,-0.16800413,0.0000252,Agriculture (excluding fallow land and kitchen gardens),Hl,26.02666133,44.54544575
